date,region,ev_sales,charging_stations,ev_subsidy_inr,avg_range_km,Registered_Ev_count,Fuel_price_INR,Region_population,Region_Ev_buyers
2021-08,North,2306,184,49295,345,6976,106,5423598,1568
2025-05,South,4571,415,63121,384,13533,90,4257967,4032
2020-03,South,1795,154,46677,335,5043,98,5197735,2254
2022-04,South,2905,256,54725,361,8433,107,4427400,3704
2024-10,South,4317,387,59325,387,8566,90,3979256,2884
2025-11,South,4827,434,60701,389,14543,105,1582737,3445
2018-02,South,624,63,42509,320,1796,93,1346526,688
2024-03,West,4202,506,67843,390,8305,100,3534807,2633
2025-04,South,4483,406,60134,391,9043,106,3955231,2467
2020-02,South,1654,153,48270,333,4906,106,1621471,1464
2023-11,South,3772,338,54237,361,7359,104,5587206,2940
2019-03,North,1112,93,42732,307,2162,104,1905438,1062
2024-10,South,4194,382,61786,380,8271,87,3955901,2973
2024-01,North,3585,261,55337,365,7254,108,5186948,2591
2025-02,East,4617,484,64258,390,9082,104,5645001,3049
2019-02,North,1067,82,43074,311,3045,106,2413811,925
2018-12,North,968,90,39148,288,1996,96,923462,568
2024-01,South,3735,347,60718,393,11357,109,4159505,3232
2019-06,North,1209,100,41936,304,2451,103,3455388,996
2019-12,West,1678,213,48404,358,3452,115,5225743,654
2025-06,South,4721,411,60383,386,9281,91,4539715,4459
2021-04,West,2438,302,55918,371,7387,101,3466319,1509
2025-07,South,4597,420,61034,395,9311,101,4027754,2232
2020-07,West,2041,246,54290,356,5949,110,2574653,1925
2021-05,North,2228,167,45849,346,4361,97,4571743,930
2020-07,East,1865,214,52580,337,3774,98,4971820,1257
2023-04,South,3335,312,56486,379,10058,101,2327728,2638
2023-08,North,3355,248,54836,347,6781,93,1843690,1951
2019-06,South,1262,122,43218,334,2520,111,1057183,670
2019-02,East,1259,124,46718,331,3573,103,1681663,1588
2023-08,North,3480,244,55221,368,6934,86,1871032,1979
2024-05,East,4036,441,63452,388,12308,95,4529162,3039
2018-02,West,745,67,46012,346,1991,112,4608892,869
2019-06,South,1227,120,43839,328,2472,112,1045455,637
2021-04,South,2270,205,49444,347,6618,93,2493911,1513
2018-08,South,871,84,42622,294,2460,88,2423139,1188
2019-07,South,1422,133,42147,316,2750,110,943234,1265
2023-06,North,3378,240,54439,351,6636,94,5696448,1999
2021-12,South,2547,242,50891,349,5129,110,2304270,1565
2022-10,South,3117,282,54043,352,9074,103,1384890,2259
2022-12,South,3250,299,54461,366,9363,91,4321182,2119
2022-07,West,3263,388,60954,366,9489,94,3005993,2248
2020-02,North,1490,132,43892,319,4641,103,1751941,2157
2024-09,South,4221,383,61600,388,12315,115,5074764,5801
2019-12,North,1504,122,39716,311,3019,115,2861056,1223
2020-09,West,2098,264,52633,365,6166,109,5205944,2566
2025-06,West,4830,600,69526,407,14680,101,5790290,5152
2025-05,South,4497,403,61161,385,13711,93,4273353,3940
2025-02,West,4743,574,67874,423,9317,112,1788579,2887
2020-10,North,1907,148,45399,322,3658,93,4572415,1096
2020-08,East,1958,218,51556,345,5806,89,1262656,1183
2022-09,East,3227,345,55932,378,6241,115,1130776,1574
2019-03,East,1248,137,45725,332,3721,93,3692311,1562
2020-12,East,2283,230,50490,349,4300,94,2125925,2064
2022-02,South,2821,256,51763,349,5281,109,3501601,1218
2021-02,West,2312,295,58433,365,4676,102,1319894,1467
2023-07,North,3311,249,51670,362,6721,110,4777313,2740
2025-09,South,4701,422,64207,384,9482,106,5960712,3509
2021-11,South,2653,246,51949,353,5082,104,2325555,1051
2018-04,West,735,92,49762,346,2424,107,3296986,1207
2020-01,South,1705,153,48661,325,4612,98,4585240,1807
2019-06,East,1325,141,49489,325,2671,112,3871510,1305
2018-03,West,727,79,46601,323,2357,94,1608436,1004
2025-05,East,4738,500,67872,396,14056,94,5071582,6769
2023-11,East,3854,413,61396,369,7587,94,5570426,2824
2020-10,South,2006,194,47850,325,6047,101,3834541,1280
2020-05,South,1784,168,48328,325,5227,99,5456206,1213
2018-11,East,983,113,46554,335,3223,91,1974870,1407
2022-10,West,3225,406,57259,371,9945,112,1512485,2581
2019-03,South,1153,115,46613,320,3475,113,1286769,1742
2018-09,West,950,111,49004,335,1924,104,5128308,607
2020-07,South,1935,175,47633,344,5462,116,2759288,2099
2025-01,South,4373,388,64850,378,13137,108,1752175,3921
2024-05,East,4097,435,61154,401,12132,91,4509783,2892
2025-06,South,4579,419,62283,383,9259,92,4539463,4553
2020-11,South,2021,193,45877,339,4030,99,2995776,1036
2019-07,West,1401,174,49793,341,4453,101,4762344,880
2025-06,South,4540,407,61537,385,9334,94,4538631,4467
2024-09,South,4249,372,57421,374,12329,113,5056520,5808
2023-12,West,3948,489,64013,386,11887,95,982528,4657
2023-10,North,3449,254,54512,368,7033,87,3420153,1827
2019-11,West,1738,199,49023,331,4815,109,3074554,1576
2018-09,South,872,92,43570,312,1779,91,2586042,549
2022-06,West,3127,379,57386,392,6305,105,4006004,2383
2025-05,West,4874,601,66613,407,14514,118,1648441,4052
2022-09,North,2970,211,51796,333,8729,95,1549232,1793
2020-10,South,1950,187,45484,322,5781,106,3844172,1195
2022-01,West,2791,359,58874,378,8579,110,4326488,4195
2021-06,North,2297,176,46554,335,6606,90,1981591,2511
2022-02,North,2600,201,51451,330,7792,117,2715731,2361
2022-12,West,3340,415,59139,373,6848,102,5645504,2354
2025-12,North,4781,334,57479,380,9373,100,2377143,3175
2023-12,West,4083,496,62649,393,11801,91,989941,4732
2024-10,West,4560,557,67639,411,13538,106,5813881,5036
2018-12,South,961,107,41726,314,3017,88,2014877,1343
2020-12,South,2187,200,47550,344,6087,93,5799705,1960
2023-08,West,3768,477,64595,395,7593,95,4895502,3656
2018-08,South,846,80,43916,299,2630,91,2423049,1271
2021-04,East,2460,251,51346,349,7125,106,2117101,2394
2019-04,South,1199,122,43975,322,2328,94,3284324,772
2024-04,East,4086,434,60341,387,8091,85,1011923,3214
2018-02,East,630,66,44529,314,2090,99,2705811,524
2019-06,West,1499,177,51330,341,4106,113,1475175,1508
2024-05,West,4217,524,63307,405,8452,93,3859383,2781
2020-09,North,1789,140,44609,319,5569,112,4060936,2559
2020-10,East,2173,221,50998,343,6310,96,2807724,1903
2019-09,West,1560,194,49392,330,4535,94,3028057,985
2020-09,East,2060,225,48474,357,6108,88,2902751,2417
2022-08,South,3052,270,54644,361,5962,106,4431866,2175
2021-05,West,2526,303,56569,355,7369,105,1013912,1618
2022-07,East,3129,336,55553,363,9190,115,4203451,2272
2025-09,West,5022,622,68197,424,15053,111,2656660,5863
2022-12,East,3273,362,57236,367,9778,102,1983374,2449
2023-05,West,3560,456,60937,382,10858,96,5348520,3295
2022-01,South,2720,244,52442,344,7916,106,5169092,2486
2022-11,East,3217,354,55428,368,9681,109,2477567,3663
2022-01,North,2588,201,48395,355,5213,112,5634153,1661
2020-03,North,1692,128,43876,329,4722,96,2281988,1898
2022-04,South,2822,254,53905,348,8290,108,4448431,3754
2018-05,South,683,65,42895,315,2105,101,5745458,702
2024-01,West,4032,505,67810,408,7919,93,2356774,2837
2022-08,South,3015,283,52735,347,5972,99,4439801,2143
2021-10,East,2634,286,52713,355,5217,90,3170107,1353
2022-06,North,2862,211,48130,343,8302,84,2161637,3669
2019-06,North,1200,98,42397,295,2412,107,3468118,846
2025-01,South,4451,397,60126,391,12969,110,1758874,3927
2025-12,North,4819,332,58278,372,9474,98,2380972,3299
2025-06,East,4694,503,67390,412,14241,114,2736464,6312
2021-10,North,2365,187,48791,325,7122,104,5987719,1874
2019-03,West,1284,145,51381,334,3986,89,3664938,1692
2018-11,West,1166,132,49370,343,3431,101,1033503,1663
2023-09,East,3776,407,57994,374,11092,108,3933684,4303
2025-11,West,5246,627,67591,409,15401,90,5863365,3947
2022-05,North,2692,203,52738,331,8169,111,1327053,1626
2018-01,South,661,57,43962,314,1264,113,5992368,366
2021-11,South,2550,244,50878,341,5142,98,2334729,1114
2018-07,North,746,73,37038,283,2252,84,3913334,1106
2018-08,North,752,67,37225,304,2243,101,3492511,560
2023-02,North,3204,228,51917,357,6355,112,2623669,2462
2024-10,West,4407,548,67247,390,13335,100,5824656,4945
2020-10,East,2107,224,48903,342,6275,94,2812209,2005
2021-04,North,2180,166,46452,321,4344,99,4829214,1491
2022-03,North,2719,203,50200,339,5340,110,2021149,2032
2020-04,West,1899,237,54714,371,5627,84,2282208,2125
2025-04,South,4595,399,62626,384,9071,105,3963152,2417
2020-06,West,2050,248,54827,363,5917,98,5721467,2688
2021-01,North,2094,152,45428,323,4022,111,2560752,1294
2019-05,West,1314,171,49664,331,2652,110,3116124,996
2018-01,North,517,56,38306,282,1103,88,1125497,485
2020-05,South,1818,174,46191,338,5323,105,5461613,1117
2018-08,North,889,65,36870,286,2386,104,3472521,472
2023-10,North,3551,257,51154,352,7033,89,3420835,1816
2025-12,West,5183,639,69257,410,10373,98,912659,2466
2019-01,South,1180,111,43079,332,3209,108,4702269,1089
2023-11,West,3853,490,63442,382,11869,100,1296632,5169
2023-03,East,3461,378,61558,375,10150,107,3643977,2421
2020-07,West,2116,250,52963,344,5919,109,2561945,1912
2021-07,South,2390,220,48706,349,4675,94,2332827,2026
2019-04,South,1214,117,45947,334,2278,95,3290562,768
2024-11,South,4314,389,57957,372,8633,101,938784,3098
2018-11,North,1034,79,37336,297,2876,90,3412721,736
2022-08,East,3092,340,55847,370,6301,88,5911658,1807
2023-02,North,3239,233,53185,371,6171,111,2642936,2503
2025-07,South,4751,423,64448,390,9155,100,4038338,2121
2024-05,North,3807,277,54226,370,11643,90,3971969,2241
2019-04,West,1278,155,49963,333,2520,98,4610696,1224
2025-06,North,4530,323,57208,373,8865,100,1226278,3971
2020-01,South,1636,146,45046,337,4668,97,4585243,1645
2021-05,East,2441,269,51433,370,4654,86,5552876,2270
2025-09,West,4998,613,70646,430,14941,111,2656640,5920
2022-03,North,2771,202,48529,336,5362,113,2017108,2051
2018-05,West,811,92,45168,338,1728,86,5520091,445
2023-10,South,3733,331,54296,381,10939,95,1222917,3036
2023-11,West,3964,481,63808,384,11610,102,1288259,5237
2023-02,West,3542,436,60125,382,6950,93,2684556,3472
2022-01,North,2631,188,52252,356,5078,113,5633313,1735
2023-08,South,3647,323,57112,371,7093,88,2157463,3461
2024-04,North,3892,282,57803,367,11229,107,2919890,4340
2019-12,South,1638,149,44838,320,3048,89,2706650,1453
2018-06,North,725,60,38700,284,1993,113,5849756,923
2021-02,East,2203,242,53815,346,6755,111,2241729,1371
2023-02,South,3372,307,57966,374,9787,101,2424711,4268
2023-09,East,3736,405,61725,368,10956,106,3942513,4211
2022-12,North,3127,224,52456,339,9094,113,5409953,3516
2021-05,North,2211,165,46073,338,4295,93,4550792,1013
2023-02,West,3512,435,62090,395,6939,95,2672221,3405
2021-09,West,2705,335,58836,366,8125,115,3423685,1577
2025-07,West,4907,602,68157,427,9948,115,3887103,4657
2019-02,South,1042,114,44651,335,2286,105,3701422,781
2021-12,West,2763,350,54215,365,8443,111,2083974,1846
2020-03,North,1700,122,43727,308,4781,93,2259455,2002
2019-10,South,1562,143,42734,328,2878,108,2766400,1178
2024-12,West,4542,559,67138,416,9117,103,1635799,2432
2023-06,West,3680,453,60543,392,7441,102,3714849,2846
2024-04,East,4024,430,64893,399,8050,91,1029477,3218
2019-04,South,1197,111,42548,329,2545,100,3294983,782
2020-05,East,1833,209,51172,347,3594,106,4664609,1176
2019-01,East,1165,115,48805,342,2244,102,1944473,785
2021-07,South,2414,227,49098,336,4765,97,2340354,2036
2023-09,West,3943,476,60389,395,7665,97,2649313,2887
2019-06,North,1178,105,40329,302,2477,107,3452280,945
2023-04,East,3393,375,57138,382,10295,89,5255071,3804
2018-03,East,771,65,42758,335,1315,108,2151634,418
2019-01,West,1262,143,51697,343,3498,108,1774901,1795
2023-03,West,3467,435,62449,390,10531,89,5541917,4308
2024-04,North,3853,275,58444,378,11397,106,2930952,4346
2018-12,East,1103,113,45193,312,2218,102,3265244,819
2025-03,South,4543,401,61038,392,13407,105,3149966,3071
2022-04,East,2841,323,55572,371,8774,97,1061579,3741
2024-11,East,4412,465,60754,406,8799,109,5121306,2221
2020-08,North,1909,144,44197,324,3770,91,1386176,1062
2022-10,West,3315,404,60899,391,9903,112,1508547,2526
2018-04,North,639,59,38000,296,1240,98,3611982,311
2025-06,West,4981,595,67624,406,14480,101,5796645,5197
2020-11,South,2115,197,47069,343,4205,97,2967951,1030
2019-10,South,1429,135,45606,333,2825,112,2755438,1049
2025-06,North,4456,320,59768,389,8862,98,1228864,3949
2018-07,East,849,91,42016,314,1770,92,1187918,833
2019-06,East,1397,154,47170,321,2670,110,3877188,1368
2022-10,West,3304,409,60403,369,9707,117,1504008,2664
2023-06,East,3526,390,60233,395,10674,90,1669324,3999
2019-11,North,1534,123,41528,307,4267,92,5469957,1914
2021-06,East,2443,265,51659,362,4905,93,4394705,1564
2022-02,East,2734,308,57796,369,8316,87,3287115,2681
2020-03,North,1590,122,42921,331,4905,92,2273360,2024
2019-03,West,1324,146,52315,344,3907,83,3645335,1770
2024-05,East,4116,446,62748,395,12153,94,4521407,2966
2019-01,West,1265,139,51695,332,3448,103,1768946,1699
2023-10,North,3535,256,55714,342,6892,89,3424429,1787
2022-12,North,3110,222,49202,359,9073,110,5418605,3627
2019-11,East,1515,169,48635,324,3297,111,5683430,1478
2020-09,West,2122,253,53784,348,6359,112,5220117,2560
2021-04,North,2281,171,49698,330,4403,101,4848513,1598
2019-06,East,1474,146,46176,327,2857,109,3869118,1388
2023-11,East,3908,407,59718,395,7541,93,5551434,2806
2021-07,East,2471,270,55999,365,5099,113,1225867,1284
2024-01,North,3728,266,54083,359,7363,108,5191531,2587
2018-11,North,874,85,39960,282,2875,91,3412007,884
2021-08,West,2720,331,55951,377,7858,93,2394142,2291
2019-03,South,1103,115,46708,316,3362,113,1277244,1656
2020-10,West,2244,271,55399,343,6541,88,4599798,2159
2025-05,West,4787,593,68082,407,14327,112,1629750,4057
2022-12,East,3379,357,57250,358,9710,95,2000972,2457
2020-03,West,1950,221,51454,345,5335,86,3091369,1252
2024-10,West,4418,559,67171,390,13265,107,5805219,4904
2023-09,South,3564,324,54122,367,10847,89,4400500,5249
2023-05,East,3544,386,58730,377,10510,86,4463060,2053
2020-07,North,1779,134,44486,314,5330,112,3092931,1638
2019-08,South,1473,136,42447,318,2766,104,1984209,643
2025-10,South,4728,425,60546,405,9530,86,1077693,2144
2019-06,North,1181,101,42891,304,2339,106,3446071,895
2018-04,South,766,72,41481,302,1392,102,4140014,547
2024-01,East,3946,418,60278,382,7885,107,4329652,2445
2022-04,East,2925,322,57909,382,8545,90,1049090,3730
2025-07,West,5030,605,68014,413,9984,115,3880057,4628
2019-06,East,1370,154,45378,333,2643,110,3886026,1333
2018-10,East,935,102,43693,332,1982,88,1158667,814
2019-04,South,1126,114,46800,328,2270,97,3287133,851
2024-05,East,4066,444,64216,394,12392,93,4520770,2971
2025-06,East,4688,501,67241,403,14043,114,2724658,6340
2025-05,North,4530,316,58309,373,13212,104,1015462,5866
2022-01,East,2831,307,55483,375,5475,86,4504615,1853
2019-12,East,1634,178,46320,333,3090,115,2469810,1216
2019-10,East,1456,163,46734,337,3173,98,2949893,1129
2024-07,East,4192,458,62956,388,12545,89,4091544,3345
2021-12,North,2587,197,47329,344,7640,110,5711129,2089
2018-05,North,709,66,38206,288,2035,105,3126051,758
2019-11,West,1579,207,48772,352,5042,109,3095917,1572
2018-03,West,873,84,45889,334,2270,93,1613941,901
2023-02,West,3560,433,62952,393,7049,95,2672265,3480
2022-09,West,3171,401,58116,367,6545,103,2437818,2639
2020-07,West,2104,246,54575,350,6018,114,2582446,1922
2025-03,East,4548,496,65604,411,13860,93,4212627,6796
2021-11,West,2810,349,56968,359,8251,108,4704070,3890
2022-02,East,2886,305,54095,382,8406,86,3293897,2709
2023-10,East,3708,414,61995,371,11273,104,3735469,2337
2018-02,South,674,59,42310,312,1701,97,1330094,745
2025-05,North,4418,314,60200,373,13264,97,1029154,5756
2024-07,North,3951,277,58030,366,11744,85,3191927,5497
2019-06,East,1440,144,45644,338,2629,113,3876613,1378
2024-03,East,4051,428,64162,396,11821,99,1485840,5795
2025-06,North,4572,312,60264,367,8781,100,1203855,4038
2021-12,East,2681,303,55807,355,5569,88,5851635,1319
2021-03,North,2144,167,47886,329,6417,104,5761446,1277
2024-05,East,4136,442,61886,381,12362,95,4523501,2939
2018-02,South,699,53,42977,300,1785,93,1329422,720
2025-07,East,4744,513,66980,399,9436,90,4218167,3533
2023-03,West,3633,445,63663,399,10422,84,5519599,4380
2021-08,East,2545,280,52674,345,7698,114,5033827,2600
2023-02,South,3256,295,55465,379,9665,105,2424539,4250
2021-01,North,2063,153,48453,328,3991,108,2559595,1434
2022-08,West,3266,399,60399,372,9635,100,1418282,2599
2018-10,West,1050,128,49082,330,2000,112,4092232,670
2025-02,North,4195,305,60220,376,12655,90,4076245,6205
2021-10,East,2564,293,54067,349,5139,90,3167802,1488
2023-12,North,3649,270,51878,358,10828,102,4773438,2523
2020-02,South,1581,162,47620,322,4966,108,1637742,1387
2019-12,West,1699,212,50852,340,3442,112,5218789,803
2023-03,South,3409,305,56998,356,6494,111,2890626,3302
2020-05,West,1994,233,53147,353,5778,108,4045602,2360
2019-01,East,1172,118,47528,339,2238,100,1955146,852
2018-06,East,812,80,45273,330,2407,86,5370405,996
2022-04,West,2961,376,59949,378,5872,90,3125251,2383
2023-11,North,3638,256,52460,345,10705,93,2781501,4324
2018-06,West,909,91,49983,345,2577,116,5728598,1118
2022-05,North,2860,213,51745,331,8287,106,1322099,1645
2022-07,West,3124,397,60433,384,9363,90,3001894,2243
2022-04,East,2842,324,57161,375,8765,92,1046143,3657
2024-04,West,4121,525,65383,396,12593,104,2951227,2918
2025-12,North,4795,333,60166,377,9525,100,2400777,3169
2021-09,East,2597,284,55252,357,7615,93,4386765,3751
2023-01,North,3169,228,55072,348,9259,106,5562630,3246
2025-12,West,5264,645,69876,431,10288,101,917990,2421
2019-04,West,1396,157,48783,346,2694,94,4600026,1235
2025-08,West,5078,616,67916,419,14831,97,4669720,3545
2024-07,East,4247,458,63245,395,12622,95,4078629,3240
2023-02,North,3108,229,52083,344,6382,106,2620396,2423
2020-04,East,1751,196,49739,330,5307,98,4618750,2378
2025-03,North,4386,305,61970,395,13008,87,2743289,3487
2025-05,North,4486,308,61097,380,13285,98,1034963,5797
2021-08,West,2692,321,58899,360,7851,98,2392662,2293
2018-03,South,625,67,40380,310,2046,107,1376350,520
2025-09,East,4841,527,67598,395,9725,103,1996088,4733
2025-02,West,4707,584,67554,428,9434,110,1803378,2854
2021-08,East,2636,272,52059,360,7632,109,5046422,2687
2023-10,North,3616,251,52466,368,6928,84,3420156,1788
2023-03,South,3416,300,56024,369,6580,108,2872207,3275
2018-09,East,980,101,42770,318,3002,107,1528792,659
2022-09,East,3206,347,54046,382,6330,110,1126989,1466
2019-05,West,1317,168,48594,353,2809,111,3103172,1048
2024-01,West,4013,501,65573,397,8088,92,2369663,2984
2018-03,East,641,73,45790,326,1502,102,2137963,363
2025-01,East,4468,477,67709,419,13540,92,5164451,3183
2021-03,East,2328,259,53917,353,6783,84,1024058,2777
2024-03,South,3858,346,58780,380,11460,109,4398931,2426
2025-09,North,4681,330,58142,375,9068,91,2777488,2967
2024-04,North,3731,277,57274,356,11499,105,2934528,4356
2023-01,West,3470,428,62574,395,10132,108,4077404,3969
2020-12,South,2071,197,47145,318,6279,97,5814422,2071
2024-10,East,4446,474,62144,405,8631,89,1535430,3327
2020-07,West,1988,248,55994,368,5935,108,2576150,1905
2018-12,South,977,104,40977,305,2932,85,2025789,1279
2020-03,South,1699,162,49890,341,4975,98,5200277,2324
2022-01,West,2813,356,60730,381,8567,108,4338280,4099
2020-05,North,1688,138,46286,311,4959,104,1975504,1753
2019-06,North,1195,108,42541,315,2367,103,3449791,972
2018-07,West,875,100,49162,332,1917,108,4716093,746
2025-07,West,5031,601,66430,415,9978,112,3884619,4598
2024-12,South,4250,384,60384,391,8752,103,1272725,3269
2020-11,South,2035,198,47449,341,4176,92,2974432,1068
2023-10,South,3677,339,55574,356,10998,95,1220931,2977
2019-10,North,1435,120,41721,311,4155,100,4719449,1249
2024-05,West,4290,526,67064,395,8499,92,3851310,2731
2021-02,North,2073,162,45241,328,6110,87,1197872,1417
2025-05,East,4689,501,66222,412,14099,90,5085772,6690
2018-08,East,1036,98,46427,317,1820,89,3693872,734
2022-11,South,3237,290,55230,358,6092,107,4451906,2256
2022-06,North,2779,213,52508,342,8456,85,2172924,3521
2025-02,North,4319,310,61339,384,12821,91,4084123,6113
2025-08,South,4658,427,61105,399,9245,94,5934726,2591
2023-09,East,3819,408,61225,366,11015,104,3938719,4179
2022-04,East,2898,318,56996,374,8709,97,1038707,3685
2020-03,North,1720,133,46130,326,4816,91,2276963,2037
2024-03,East,4122,435,63697,390,11980,96,1484944,5699
2023-10,South,3751,338,54385,354,10802,99,1207357,2928
2024-02,East,3930,424,63885,402,11729,111,1962862,3018
2023-11,East,3803,408,57354,375,7611,90,5558916,2764
2019-11,South,1547,137,46612,324,4578,90,3505938,2024
2024-07,West,4385,535,67363,416,8518,87,5702615,1951
2022-11,East,3230,352,56231,355,9735,109,2458002,3626
2023-03,North,3146,229,53123,342,9516,104,1799375,4267
2019-10,East,1489,173,47785,337,3171,95,2931688,1128
2020-01,East,1747,186,49117,354,3201,101,5234607,1279
2021-04,South,2358,205,52736,334,6723,89,2493034,1505
2020-12,North,1982,158,46707,319,5934,92,1299058,2750
2025-02,North,4207,310,60977,376,12814,88,4089596,6156
2025-05,East,4676,496,66027,408,13986,88,5091334,6786
2024-09,North,4071,292,57427,382,8188,101,2049168,3013
2023-08,East,3719,395,57387,383,7282,93,5819201,2200
2022-07,East,2979,332,55381,368,9023,110,4199484,2214
2019-07,West,1409,169,50680,352,4393,102,4781470,966
2023-12,West,4000,499,62947,396,12041,96,995967,4635
2022-11,South,3199,282,52993,355,6156,107,4468989,2408
2022-05,East,3014,315,55943,382,8779,113,3191792,2261
2020-04,South,1736,160,46178,329,5077,112,959090,1849
2020-11,West,2127,277,55149,369,6463,94,5444328,2439
2019-03,West,1380,158,48848,337,3706,87,3665232,1857
2024-04,East,4040,433,62830,405,8073,91,1031387,3097
2024-11,North,4058,300,56502,370,8303,95,905495,3435
2025-07,West,4944,614,70375,420,9742,111,3879950,4704
2025-04,East,4611,492,65966,397,9365,108,5992097,3663
2022-01,South,2746,241,51286,369,7925,104,5146154,2616
2021-08,South,2469,227,50224,349,4792,102,5756610,1997
2020-07,South,1973,180,48879,344,5669,114,2757709,2115
2019-09,South,1481,131,43518,312,4098,100,4200309,1643
2021-11,North,2487,192,48457,341,7302,91,2594141,2099
2019-07,East,1517,146,46109,327,4108,99,3464965,2094
2018-10,West,1139,121,48891,339,2091,113,4097348,663
2025-12,South,4970,432,64919,390,9726,112,3605143,4875
2020-09,West,2162,253,53246,350,6234,111,5202056,2560
2019-01,East,1141,122,45055,333,2251,105,1950484,788
2025-07,West,4895,609,67246,403,9851,110,3896207,4721
2025-08,North,4619,320,58921,374,13682,100,1373230,5964
2024-04,North,3862,277,56191,359,11347,100,2916759,4271
2025-02,East,4658,485,67498,413,8978,107,5631312,3101
2018-12,West,1161,141,45634,340,3473,85,1500637,1260
2024-10,North,4171,297,55451,360,12325,89,4998831,5445
2025-11,East,5046,530,65805,401,10016,91,4663361,2306
2022-12,East,3297,364,56066,368,9942,96,1979784,2467
2018-12,South,1137,96,39749,297,2938,89,2036663,1394
2024-06,North,3912,287,55528,362,7778,109,1927372,2446
2018-11,West,1087,126,46400,318,3436,97,1031856,1600
2021-01,West,2371,283,56701,357,4466,101,1783540,1764
2021-08,West,2573,330,54610,364,7790,94,2405171,2351
2025-11,North,4655,325,58719,387,14106,111,5951505,5341
2021-03,West,2377,299,58940,378,4901,99,3211255,1703
2020-07,North,1718,133,43220,334,5354,116,3113460,1628
2023-11,South,3673,340,57794,365,7402,104,5591456,2956
2024-07,North,4054,288,55648,361,11666,86,3210884,5521
2022-06,North,2890,208,50084,335,8336,89,2169529,3638
2022-10,North,3048,226,48493,336,5992,112,3185891,1522
2019-07,West,1449,183,48941,333,4302,106,4753192,879
2018-07,South,892,73,42245,308,1721,105,5975077,631
2021-02,West,2432,289,56450,377,4611,104,1322268,1473
2018-04,East,742,82,43666,327,1404,104,3455235,318
2021-04,West,2443,299,54580,362,7135,102,3493262,1525
2025-04,North,4378,318,60771,383,12987,92,3527796,6119
2019-02,South,1181,111,44742,310,2135,103,3692393,686
2023-12,North,3701,269,55168,348,10732,100,4767537,2434
2018-04,South,623,68,40284,318,1474,100,4145883,555
2022-03,East,2966,313,58282,373,5620,108,3317155,2550
2022-10,West,3217,403,58387,367,9737,115,1521016,2605
2024-06,West,4392,523,64774,418,8519,116,4097592,3825
2020-02,West,1741,219,55999,346,5191,106,3474367,1152
2023-02,South,3231,298,56320,367,9641,100,2421367,4274
2025-12,North,4723,330,59098,391,9606,99,2393331,3235
2022-09,North,2925,218,52450,343,8620,96,1555794,1850
2020-04,West,1994,225,54330,371,5753,90,2300536,2198
2021-11,East,2647,286,51068,357,8020,88,2263085,2977
2021-10,East,2643,294,53758,351,5202,91,3173048,1519
2018-10,North,860,75,39946,291,2771,105,5717496,1208
2025-09,South,4831,420,63741,402,9528,111,5960926,3479
2018-11,West,1039,128,45555,319,3393,97,1017322,1694
2021-03,North,2172,160,48110,332,6440,109,5758463,1406
2021-10,East,2593,287,55446,361,5195,89,3174599,1441
2022-11,West,3399,417,57071,388,6611,110,5547183,2023
2023-11,South,3773,334,58424,366,7493,99,5591776,2835
2024-06,West,4395,534,63624,413,8663,117,4104546,3810
2020-11,South,2007,188,48171,323,4058,93,2979442,1001
2020-09,West,2189,262,53949,352,6422,111,5226162,2620
2020-10,West,2137,259,52286,342,6423,91,4588005,2213
2018-08,North,876,75,38956,290,2379,97,3483173,515
2021-12,South,2665,243,48881,353,5183,113,2298229,1638
2024-11,East,4484,470,64661,399,8885,110,5126408,2370
2022-04,South,2876,256,54181,362,8483,109,4444778,3859
2019-04,East,1327,133,48170,346,2535,95,1459452,738
2025-07,North,4571,327,58369,367,13426,103,2241075,6211
2025-12,East,4969,536,64307,407,10093,105,3912600,2141
2022-04,South,2785,267,51271,357,8396,111,4453361,3701
2018-02,East,756,68,44212,321,2090,101,2703121,459
2021-07,West,2625,321,55550,378,5247,86,2883003,1584
2019-11,West,1669,204,51544,357,4789,114,3094270,1656
2018-10,West,1027,121,45672,325,2098,114,4109148,581
2018-10,East,1070,107,46672,312,1869,88,1134194,819
2024-04,West,4147,520,63308,416,12506,100,2951011,2894
2024-08,South,4202,375,60379,380,8367,111,2912004,3325
2024-06,North,3853,285,58519,356,7683,106,1926540,2407
2022-02,West,2934,363,57445,376,8706,96,5071507,1813
2021-03,South,2186,209,48175,354,4515,112,1352075,1395
2020-04,South,1706,167,48192,323,5100,114,943112,1872
2025-08,North,4531,321,61605,393,13700,96,1368876,5978
2018-09,East,946,109,46589,319,2792,103,1519315,695
2023-07,East,3559,388,60913,383,7223,115,3741442,3284
2022-11,South,3129,283,55471,356,6215,108,4467601,2379
2022-03,South,2679,256,55656,342,8186,99,5602052,2347
2024-02,South,3789,350,59356,380,7591,114,4672895,3346
2023-09,West,3785,471,63900,391,7648,96,2650432,2885
2018-01,North,581,52,39413,295,988,93,1123344,458
2022-06,East,2929,325,56570,369,9008,90,1157804,3209
2019-04,South,1270,122,45178,320,2278,97,3312701,805
2019-10,East,1572,173,46372,319,3020,97,2947605,1096
2023-11,North,3593,253,54588,358,10619,95,2790523,4386
2019-03,East,1220,135,46290,337,3519,97,3697227,1485
2019-05,East,1244,137,47091,319,2541,94,1383079,1248
